Season,short_name,long_name,age,dob,height_cm,weight_kg,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,release_clause_eur,nation_position,nation_jersey_number,previous_edition_overall,long_name1,club_name1
2015/16,A. Laporte,Aymeric Laporte,22,1994-05-27,189,85,Athletic Club de Bilbao,Spain Primera Division,84,88,32500000.0,40000.0,CB,Left,,,,83.0,Aymeric Laporte,Athletic Club de Bilbao
2015/16,D. De Rossi,Daniele De Rossi,32,1983-07-24,184,83,Roma,Italian Serie A,83,83,13500000.0,70000.0,CDM,Right,,CDM,16.0,83.0,Daniele De Rossi,Roma
2015/16,P. Mertesacker,Per Mertesacker,31,1984-09-29,198,90,Arsenal,English Premier League,83,83,15000000.0,110000.0,CB,Right,,,,83.0,Per Mertesacker,Arsenal
2015/16,S. Lichtsteiner,Stephan Lichtsteiner,32,1984-01-16,182,75,Juventus,Italian Serie A,83,83,13000000.0,110000.0,"RB, RM",Right,,RB,2.0,82.0,Stephan Lichtsteiner,Juventus
2015/16,J. Toulalan,Jérémy Toulalan,32,1983-09-10,183,85,FC Girondins de Bordeaux,French Ligue 1,83,83,13500000.0,50000.0,CDM,Right,,,,82.0,Jeremy Toulalan,FC Girondins de Bordeaux
2015/16,B. Schweinsteiger,Bastian Schweinsteiger,31,1984-08-01,183,79,Manchester United,English Premier League,83,83,19000000.0,130000.0,"CM, CDM",Right,,,,86.0,Bastian Schweinsteiger,Manchester United
2015/16,Nani,Luís Carlos Almeida da Cunha,29,1986-11-17,175,66,Valencia CF,Spain Primera Division,83,83,22500000.0,50000.0,"LW, RW, CAM",Right,,RS,17.0,82.0,Luis Carlos Almeida da Cunha,Valencia CF
2015/16,V. Enyeama,Vincent Enyeama,33,1982-08-29,182,87,LOSC Lille,French Ligue 1,83,83,17000000.0,40000.0,GK,Right,,,,81.0,Vincent Enyeama,LOSC Lille
2015/16,G. Rodríguez,Gonzalo Javier Rodríguez,32,1984-04-10,182,79,Fiorentina,Italian Serie A,83,83,13500000.0,70000.0,CB,Right,,,,80.0,Gonzalo Javier Rodriguez,Fiorentina
2015/16,Juanfran,Juan Francisco Torres Belén,31,1985-01-09,180,72,Atlético de Madrid,Spain Primera Division,83,83,14500000.0,60000.0,RB,Right,,,,81.0,Juan Francisco Torres Belen,Atletico de Madrid
2015/16,Borja Valero,Borja Valero Iglesias,31,1985-01-12,175,73,Fiorentina,Italian Serie A,83,83,20000000.0,80000.0,"CAM, CM, CF",Right,,,,82.0,Borja Valero Iglesias,Fiorentina
2015/16,João Moutinho,João Filipe Iria Santos Moutinho,29,1986-09-08,170,61,AS Monaco,French Ligue 1,83,83,22500000.0,70000.0,"CAM, CDM",Right,,SUB,8.0,83.0,Joao Filipe Iria Santos Moutinho,AS Monaco
2015/16,A. Consigli,Andrea Consigli,29,1987-01-27,189,82,U.S. Sassuolo Calcio,Italian Serie A,83,83,20000000.0,60000.0,GK,Right,,,,79.0,Andrea Consigli,U.S. Sassuolo Calcio
2015/16,L. Baines,Leighton Baines,31,1984-12-11,170,70,Everton,English Premier League,83,83,14500000.0,100000.0,LB,Left,,,,83.0,Leighton Baines,Everton
2015/16,L. Diarra,Lassana Diarra,31,1985-03-10,173,73,Olympique de Marseille,French Ligue 1,83,83,15000000.0,50000.0,"CDM, CM",Right,,,,80.0,Lassana Diarra,Olympique de Marseille
2015/16,A. Williams,Ashley Williams,31,1984-08-23,182,91,Everton,English Premier League,83,83,15000000.0,100000.0,CB,Right,,CB,6.0,81.0,Ashley Williams,Everton
2015/16,G. Cahill,Gary Cahill,30,1985-12-19,193,86,Chelsea,English Premier League,83,83,17000000.0,130000.0,CB,Right,,RCB,5.0,83.0,Gary Cahill,Chelsea
2015/16,Diego Alves,Diego Alves Carreira,31,1985-06-24,187,83,Valencia CF,Spain Primera Division,83,83,18500000.0,30000.0,GK,Left,,SUB,12.0,83.0,Diego Alves Carreira,Valencia CF
2015/16,José Fonte,José Miguel da Rocha Fonte,32,1983-12-22,187,81,Southampton,English Premier League,83,83,13500000.0,80000.0,CB,Right,,RCB,4.0,81.0,Jose Miguel da Rocha Fonte,Southampton
2015/16,A. Begović,Asmir Begović,29,1987-06-20,200,83,Chelsea,English Premier League,83,83,20000000.0,110000.0,GK,Right,,,,82.0,Asmir Begovic,Chelsea
2015/16,J. Vertonghen,Jan Vertonghen,29,1987-04-24,189,86,Tottenham Hotspur,English Premier League,83,83,17500000.0,100000.0,CB,Left,,LCB,5.0,82.0,Jan Vertonghen,Tottenham Hotspur
2015/16,D. Mertens,Dries Mertens,29,1987-05-06,169,61,Napoli,Italian Serie A,83,83,22500000.0,90000.0,LW,Right,,SUB,14.0,82.0,Dries Mertens,Napoli
2015/16,K. Gameiro,Kévin Gameiro,29,1987-05-09,173,70,Atlético de Madrid,Spain Primera Division,83,83,23000000.0,80000.0,ST,Right,,SUB,20.0,79.0,Kevin Gameiro,Atletico de Madrid
2015/16,L. Bender,Lars Bender,27,1989-04-27,185,80,Bayer 04 Leverkusen,German 1. Bundesliga,83,84,21500000.0,60000.0,"CDM, CM",Right,,,,82.0,Lars Bender,Bayer 04 Leverkusen
2015/16,M. Benatia,Medhi Amine El Mouttaqi Benatia,29,1987-04-17,190,92,Juventus,Italian Serie A,83,83,17500000.0,120000.0,CB,Right,,,,84.0,Medhi Amine El Mouttaqi Benatia,Juventus
2015/16,J. Hernández,Javier Hernández Balcázar,28,1988-06-01,175,73,Bayer 04 Leverkusen,German 1. Bundesliga,83,83,23500000.0,80000.0,ST,Right,,ST,14.0,80.0,Javier Hernandez Balcazar,Bayer 04 Leverkusen
2015/16,O. Giroud,Olivier Giroud,29,1986-09-30,192,88,Arsenal,English Premier League,83,83,23000000.0,140000.0,ST,Left,,ST,9.0,81.0,Olivier Giroud,Arsenal
2015/16,S. Khedira,Sami Khedira,29,1987-04-04,189,90,Juventus,Italian Serie A,83,83,21500000.0,130000.0,"CM, CDM",Right,,RDM,6.0,83.0,Sami Khedira,Juventus
2015/16,I. Perišić,Ivan Perišić,27,1989-02-02,186,81,Inter,Italian Serie A,83,83,23000000.0,80000.0,"LM, RM, CAM",Right,,,,,Ivan Perisic,Inter
2015/16,M. Mandžukić,Mario Mandžukić,30,1986-05-21,190,85,Juventus,Italian Serie A,83,83,22000000.0,130000.0,ST,Right,,,,83.0,Mario Mandzukic,Juventus
2015/16,Bruno,Bruno Soriano Llido,32,1984-06-12,184,73,Villarreal CF,Spain Primera Division,83,83,17500000.0,40000.0,CM,Left,,,,81.0,Bruno Soriano Llido,Villarreal CF
2015/16,Luiz Gustavo,Luiz Gustavo Dias,28,1987-07-23,187,80,VfL Wolfsburg,German 1. Bundesliga,83,83,18500000.0,80000.0,"CDM, CM",Left,,,,83.0,Luiz Gustavo Dias,VfL Wolfsburg
2015/16,M. Musacchio,Mateo Pablo Musacchio,25,1990-08-26,182,75,Villarreal CF,Spain Primera Division,83,87,25000000.0,40000.0,CB,Right,,,,81.0,Mateo Pablo Musacchio,Villarreal CF
2015/16,Oscar,Oscar dos Santos Emboaba Júnior,24,1991-09-09,179,67,Chelsea,English Premier League,83,87,31000000.0,120000.0,"CAM, LM",Right,,SUB,7.0,84.0,Oscar dos Santos Emboaba Junior,Chelsea
2015/16,K. Trapp,Kevin Trapp,25,1990-07-08,189,88,Paris Saint-Germain,French Ligue 1,83,86,24500000.0,70000.0,GK,Right,,,,82.0,Kevin Trapp,Paris Saint-Germain
2015/16,S. Kagawa,香川 真司,27,1989-03-17,172,64,Borussia Dortmund,German 1. Bundesliga,83,83,24000000.0,70000.0,"CAM, CF",Right,,,,82.0, ,Borussia Dortmund
2015/16,Pedro,Pedro Eliezer Rodríguez Ledesma,28,1987-07-28,167,62,Chelsea,English Premier League,83,83,22500000.0,150000.0,"LM, LW, RW",Right,,,,83.0,Pedro Eliezer Rodriguez Ledesma,Chelsea
2015/16,K. Glik,Kamil Jacek Glik,28,1988-02-03,190,80,AS Monaco,French Ligue 1,83,83,18500000.0,60000.0,CB,Right,,RCB,15.0,82.0,Kamil Jacek Glik,AS Monaco
2015/16,S. Mustafi,Shkodran Mustafi,24,1992-04-17,184,82,Arsenal,English Premier League,83,88,27000000.0,100000.0,CB,Right,,SUB,2.0,82.0,Shkodran Mustafi,Arsenal
2015/16,M. ter Stegen,Marc-André ter Stegen,24,1992-04-30,187,85,FC Barcelona,Spain Primera Division,83,88,27000000.0,100000.0,GK,Right,,SUB,22.0,82.0,Marc-Andre ter Stegen,FC Barcelona
2015/16,D. Subašić,Danijel Subašić,31,1984-10-27,191,84,AS Monaco,French Ligue 1,83,83,18500000.0,50000.0,GK,Right,,,,81.0,Danijel Subasic,AS Monaco
2015/16,R. Rodríguez,Ricardo Iván Rodríguez Araya,23,1992-08-25,180,77,VfL Wolfsburg,German 1. Bundesliga,83,86,25000000.0,60000.0,LB,Left,,LB,13.0,,Ricardo Ivan Rodriguez Araya,VfL Wolfsburg
2015/16,G. Medel,Gary Alexis Medel Soto,28,1987-08-03,171,71,Inter,Italian Serie A,83,83,18500000.0,80000.0,"CDM, CM",Right,,RCB,17.0,81.0,Gary Alexis Medel Soto,Inter
2015/16,S. Aurier,Serge Alain Stéphane Aurier,23,1992-12-24,176,76,Paris Saint-Germain,French Ligue 1,83,88,26500000.0,70000.0,"RB, CB",Right,,SUB,23.0,80.0,Serge Alain Stephane Aurier,Paris Saint-Germain
2015/16,M. Perin,Mattia Perin,23,1992-11-10,188,74,Genoa,Italian Serie A,83,88,27000000.0,30000.0,GK,Right,,,,81.0,Mattia Perin,Genoa
2015/16,L. Insigne,Lorenzo Insigne,25,1991-06-04,163,59,Napoli,Italian Serie A,83,85,28500000.0,80000.0,"LW, CAM",Right,,,,81.0,Lorenzo Insigne,Napoli
2015/16,A. Lopes,Anthony Lopes,25,1990-10-01,184,81,Olympique Lyonnais,French Ligue 1,83,87,25000000.0,40000.0,GK,Left,,SUB,12.0,81.0,Anthony Lopes,Olympique Lyonnais
2015/16,Nolito,Manuel Agudo Durán,29,1986-10-15,175,72,Manchester City,English Premier League,83,83,22500000.0,160000.0,LW,Right,,LW,22.0,82.0,Manuel Agudo Duran,Manchester City
2015/16,Y. Konoplyanka,Yevhen Konoplyanka,26,1989-09-29,178,78,FC Schalke 04,German 1. Bundesliga,83,84,26500000.0,40000.0,LM,Right,,,,82.0,Yevhen Konoplyanka,FC Schalke 04
2015/16,K. Bellarabi,Karim Bellarabi,26,1990-04-08,183,80,Bayer 04 Leverkusen,German 1. Bundesliga,83,84,26500000.0,70000.0,RM,Right,,,,83.0,Karim Bellarabi,Bayer 04 Leverkusen
2015/16,Carvajal,Daniel Carvajal Ramos,24,1992-01-11,173,73,Real Madrid CF,Spain Primera Division,83,86,25000000.0,130000.0,RB,Right,,RB,20.0,81.0,Daniel Carvajal Ramos,Real Madrid CF
2015/16,João Mário,João Mário Naval da Costa Eduardo,23,1993-01-19,179,73,Inter,Italian Serie A,83,88,31000000.0,70000.0,"RM, CM",Right,,RM,10.0,78.0,Joao Mario Naval da Costa Eduardo,Inter
2015/16,J. Giménez,José María Giménez de Vargas,21,1995-01-20,185,80,Atlético de Madrid,Spain Primera Division,83,88,27000000.0,50000.0,CB,Right,,RCB,2.0,78.0,Jose Maria Gimenez de Vargas,Atletico de Madrid
2015/16,I. Slimani,Islam Slimani,28,1988-06-18,188,84,Leicester City,English Premier League,83,83,23500000.0,100000.0,ST,Right,,,,78.0,Islam Slimani,Leicester City
2015/16,T. Motta,Thiago Motta,33,1982-08-28,187,83,Paris Saint-Germain,French Ligue 1,82,82,9000000.0,90000.0,CDM,Left,,,,81.0,Thiago Motta,Paris Saint-Germain
2015/16,P. Evra,Patrice Evra,35,1981-05-15,174,74,Juventus,Italian Serie A,82,82,3000000.0,80000.0,"LB, LM",Left,,,,81.0,Patrice Evra,Juventus
2015/16,P. Jagielka,Phil Jagielka,33,1982-08-17,183,83,Everton,English Premier League,82,82,9000000.0,100000.0,CB,Right,,SUB,16.0,81.0,Phil Jagielka,Everton
2015/16,Victor Valdés,Víctor Valdés Arribas,34,1982-01-14,183,78,Middlesbrough,English Premier League,82,82,13000000.0,40000.0,GK,Right,,,,82.0,Victor Valdes Arribas,Middlesbrough
2015/16,F. Marchetti,Federico Marchetti,33,1983-02-07,188,83,Lazio,Italian Serie A,82,82,14500000.0,50000.0,GK,Left,,SUB,13.0,80.0,Federico Marchetti,Lazio
2015/16,P. Zabaleta,Pablo Javier Zabaleta Girod,31,1985-01-16,178,76,Manchester City,English Premier League,82,82,12500000.0,130000.0,RB,Right,,RB,2.0,82.0,Pablo Javier Zabaleta Girod,Manchester City
2015/16,Raffael,Raffael Caetano de Araújo,31,1985-03-28,174,69,Borussia Mönchengladbach,German 1. Bundesliga,82,82,17000000.0,50000.0,"CF, ST",Right,,,,81.0,Raffael Caetano de Araujo,Borussia Monchengladbach
2015/16,Gabi,Gabriel Fernández Arenas,32,1983-07-10,180,74,Atlético de Madrid,Spain Primera Division,82,82,15000000.0,70000.0,"CM, CDM",Right,,,,80.0,Gabriel Fernandez Arenas,Atletico de Madrid
2015/16,M. Gómez,Mario Gómez García,30,1985-07-10,189,88,VfL Wolfsburg,German 1. Bundesliga,82,82,19000000.0,90000.0,ST,Right,,ST,14.0,,Mario Gomez Garcia,VfL Wolfsburg
2015/16,Raúl Albiol,Raúl Albiol Tortajada,30,1985-09-04,190,82,Napoli,Italian Serie A,82,82,14500000.0,70000.0,CB,Right,,,,81.0,Raul Albiol Tortajada,Napoli
2015/16,B. Costil,Benoît Costil,28,1987-07-03,188,86,Stade Rennais FC,French Ligue 1,82,82,17500000.0,50000.0,GK,Right,,SUB,23.0,81.0,Benoit Costil,Stade Rennais FC
2015/16,L. Biglia,Lucas Rodrigo Biglia,30,1986-01-30,178,63,Lazio,Italian Serie A,82,82,14500000.0,60000.0,"CDM, CM",Right,,RCM,6.0,82.0,Lucas Rodrigo Biglia,Lazio
2015/16,L. Perrin,Loïc Perrin,30,1985-08-07,181,81,AS Saint-Étienne,French Ligue 1,82,82,14500000.0,50000.0,CB,Right,,,,82.0,Loic Perrin,AS Saint-Etienne
2015/16,M. Krohn-Dehli,Michael Krohn-Dehli,33,1983-06-06,170,68,Sevilla FC,Spain Primera Division,82,82,12500000.0,30000.0,"CM, LM, CAM",Right,,LCM,9.0,79.0,Michael Krohn-Dehli,Sevilla FC
2015/16,M. Dembélé,Mousa Sidi Yaya Dembélé,28,1987-07-16,185,82,Tottenham Hotspur,English Premier League,82,82,19000000.0,110000.0,"CM, CDM",Left,,SUB,19.0,80.0,Mousa Sidi Yaya Dembele,Tottenham Hotspur
2015/16,B. Sagna,Bacary Sagna,33,1983-02-14,176,72,Manchester City,English Premier League,82,82,8500000.0,130000.0,RB,Right,,,,79.0,Bacary Sagna,Manchester City
2015/16,S. Nasri,Samir Nasri,29,1987-06-26,175,75,Sevilla FC,Spain Primera Division,82,82,18500000.0,30000.0,"LM, RM",Right,,,,83.0,Samir Nasri,Sevilla FC
2015/16,G. Castro,Gonzalo Castro Randon,29,1987-06-11,172,74,Borussia Dortmund,German 1. Bundesliga,82,82,18500000.0,70000.0,"CM, CDM, RM",Right,,,,81.0,Gonzalo Castro Randon,Borussia Dortmund
2015/16,E. Viviano,Emiliano Viviano,30,1985-12-01,195,90,U.C. Sampdoria,Italian Serie A,82,82,16500000.0,40000.0,GK,Left,,,,78.0,Emiliano Viviano,U.C. Sampdoria
2015/16,S. Sirigu,Salvatore Sirigu,29,1987-01-12,192,80,Sevilla FC,Spain Primera Division,82,82,17000000.0,20000.0,GK,Right,,,,82.0,Salvatore Sirigu,Sevilla FC
2015/16,Ł. Piszczek,Łukasz Piszczek,31,1985-06-03,184,78,Borussia Dortmund,German 1. Bundesliga,82,82,12500000.0,70000.0,"RB, CB",Right,,RB,20.0,81.0,ukasz Piszczek,Borussia Dortmund
2015/16,Bojan,Bojan Krkíc Pérez,25,1990-08-28,170,65,Stoke City,English Premier League,82,85,25000000.0,80000.0,"CAM, ST, RW",Right,,,,81.0,Bojan Krkic Perez,Stoke City
2015/16,M. Schneiderlin,Morgan Schneiderlin,26,1989-11-08,185,75,Manchester United,English Premier League,82,84,20000000.0,120000.0,"CDM, CM",Right,,,,82.0,Morgan Schneiderlin,Manchester United
2015/16,S. Bender,Sven Bender,27,1989-04-27,186,78,Borussia Dortmund,German 1. Bundesliga,82,83,18500000.0,70000.0,"CB, CDM",Right,,,,80.0,Sven Bender,Borussia Dortmund
2015/16,Beñat,Beñat Etxebarria Urkiaga,29,1987-02-19,175,72,Athletic Club de Bilbao,Spain Primera Division,82,82,18500000.0,40000.0,CM,Right,,,,80.0,Benat Etxebarria Urkiaga,Athletic Club de Bilbao
2015/16,S. Coleman,Séamus Coleman,27,1988-10-11,177,77,Everton,English Premier League,82,83,18000000.0,100000.0,RB,Right,,RB,2.0,81.0,Seamus Coleman,Everton
2015/16,A. Rami,Adil Rami,30,1985-12-27,190,88,Sevilla FC,Spain Primera Division,82,82,14500000.0,20000.0,CB,Right,,SUB,5.0,79.0,Adil Rami,Sevilla FC
2015/16,M. Sakho,Mamadou Sakho,26,1990-02-13,187,83,Liverpool,English Premier League,82,83,19000000.0,110000.0,CB,Left,,,,81.0,Mamadou Sakho,Liverpool
2015/16,O. Karnezis,Orestis Spyridon Karnezis,30,1985-07-11,190,79,Udinese Calcio,Italian Serie A,82,82,16500000.0,30000.0,GK,Right,,GK,1.0,78.0,Orestis Spyridon Karnezis,Udinese Calcio
2015/16,M. Arnautović,Marko Arnautović,27,1989-04-19,192,83,Stoke City,English Premier League,82,82,20000000.0,90000.0,"LM, RM, LW",Right,,LM,7.0,78.0,Marko Arnautovic,Stoke City
2015/16,G. Sigurðsson,Gylfi Þór Sigurðsson,26,1989-09-09,186,77,Swansea City,English Premier League,82,82,21000000.0,90000.0,"CAM, CF",Right,,,,78.0,Gylfi or Sigursson,Swansea City
2015/16,S. N'Zonzi,Steven N'Kemboanza Mike Christopher Nzonzi,27,1988-12-15,190,75,Sevilla FC,Spain Primera Division,82,83,18500000.0,20000.0,"CDM, CM",Right,,,,79.0,Steven N'Kemboanza Mike Christopher Nzonzi,Sevilla FC
2015/16,G. Bonaventura,Giacomo Bonaventura,26,1989-08-22,181,75,AC Milan,Italian Serie A,82,82,20500000.0,70000.0,"LM, CM",Right,,SUB,7.0,78.0,Giacomo Bonaventura,AC Milan
2015/16,J. Wilshere,Jack Wilshere,24,1992-01-01,172,68,AFC Bournemouth,English Premier League,82,85,25000000.0,70000.0,"CM, CDM, CAM",Left,,,,81.0,Jack Wilshere,AFC Bournemouth
2015/16,Parejo,Daniel Parejo Muñoz,27,1989-04-16,180,75,Valencia CF,Spain Primera Division,82,83,22000000.0,40000.0,"CM, CDM, CAM",Right,,,,82.0,Daniel Parejo Munoz,Valencia CF
2015/16,Iborra,Vicente Iborra de la Fuente,28,1988-01-16,195,88,Sevilla FC,Spain Primera Division,82,82,16000000.0,20000.0,"CDM, CAM, CM",Right,,,,81.0,Vicente Iborra de la Fuente,Sevilla FC
2015/16,Ander Herrera,Ander Herrera Agüera,26,1989-08-14,182,73,Manchester United,English Premier League,82,83,22500000.0,130000.0,"CM, CAM",Right,,,,81.0,Ander Herrera Aguera,Manchester United
2015/16,J. Cuadrado,Juan Guillermo Cuadrado Bello,28,1988-05-26,178,71,Juventus,Italian Serie A,82,82,19000000.0,130000.0,RM,Right,,SUB,11.0,82.0,Juan Guillermo Cuadrado Bello,Juventus
2015/16,X. Shaqiri,Xherdan Shaqiri,24,1991-10-10,169,72,Stoke City,English Premier League,82,86,26000000.0,80000.0,"RM, CAM, LM, RW",Left,,CAM,23.0,80.0,Xherdan Shaqiri,Stoke City
2015/16,D. Lovren,Dejan Lovren,26,1989-07-05,188,84,Liverpool,English Premier League,82,84,20000000.0,110000.0,CB,Right,,,,79.0,Dejan Lovren,Liverpool
2015/16,J. Matip,Joël Andre Job Matip,24,1991-08-08,195,90,Liverpool,English Premier League,82,84,21000000.0,100000.0,CB,Right,,,,80.0,Joel Andre Job Matip,Liverpool
2015/16,S. de Vrij,Stefan de Vrij,24,1992-02-05,189,78,Lazio,Italian Serie A,82,88,23500000.0,50000.0,CB,Right,,,,82.0,Stefan de Vrij,Lazio
2015/16,Vitolo,Víctor Machín Pérez,26,1989-11-02,184,79,Sevilla FC,Spain Primera Division,82,83,22500000.0,30000.0,"RM, LM",Right,,SUB,11.0,81.0,Victor Machin Perez,Sevilla FC
2015/16,Casemiro,Carlos Henrique Venancio Casimiro,24,1992-02-23,184,80,Real Madrid CF,Spain Primera Division,82,87,23000000.0,130000.0,CDM,Right,,RCM,5.0,77.0,Carlos Henrique Venancio Casimiro,Real Madrid CF
2015/16,T. Horn,Timo Horn,23,1993-05-12,192,90,1. FC Köln,German 1. Bundesliga,82,88,23500000.0,30000.0,GK,Left,,,,79.0,Timo Horn,1. FC Koln
2015/16,Lucas,Lucas Rodrigues Moura da Silva,23,1992-08-13,172,72,Paris Saint-Germain,French Ligue 1,82,85,26000000.0,90000.0,"RW, LW",Right,,,,82.0,Lucas Rodrigues Moura da Silva,Paris Saint-Germain
2015/16,K. Koulibaly,Kalidou Koulibaly,25,1991-06-20,195,89,Napoli,Italian Serie A,82,85,21000000.0,70000.0,CB,Right,,,,78.0,Kalidou Koulibaly,Napoli
2015/16,Morata,Álvaro Borja Morata Martín,23,1992-10-23,189,85,Real Madrid CF,Spain Primera Division,82,86,27000000.0,160000.0,"ST, LW",Right,,ST,7.0,81.0,Alvaro Borja Morata Martin,Real Madrid CF
2015/16,M. Icardi,Mauro Emanuel Icardi Rivero,23,1993-02-19,181,75,Inter,Italian Serie A,82,87,27500000.0,80000.0,ST,Right,,,,79.0,Mauro Emanuel Icardi Rivero,Inter
2015/16,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,24,1991-10-02,181,76,Liverpool,English Premier League,82,86,26500000.0,120000.0,"CF, ST, CAM",Right,,SUB,20.0,82.0,Roberto Firmino Barbosa de Oliveira,Liverpool
2015/16,R. Sterling,Raheem Sterling,21,1994-12-08,170,69,Manchester City,English Premier League,82,88,27000000.0,110000.0,"LM, ST",Right,,RW,7.0,82.0,Raheem Sterling,Manchester City
2015/16,J. Butland,Jack Butland,23,1993-03-10,196,95,Stoke City,English Premier League,82,89,24500000.0,50000.0,GK,Right,,,,77.0,Jack Butland,Stoke City
2015/16,A. Florenzi,Alessandro Florenzi,25,1991-03-11,173,67,Roma,Italian Serie A,82,85,20500000.0,70000.0,"RB, RW, CM",Right,,SUB,22.0,77.0,Alessandro Florenzi,Roma
2015/16,L. Karius,Loris Karius,23,1993-06-22,190,87,Liverpool,English Premier League,82,87,23000000.0,80000.0,GK,Right,,,,78.0,Loris Karius,Liverpool
2015/16,S. Savić,Stefan Savić,25,1991-01-08,186,73,Atlético de Madrid,Spain Primera Division,82,86,21500000.0,60000.0,CB,Right,,,,81.0,Stefan Savic,Atletico de Madrid
2015/16,S. Umtiti,Samuel Yves Umtiti,22,1993-11-14,181,75,FC Barcelona,Spain Primera Division,82,87,23000000.0,130000.0,CB,Left,,SUB,22.0,79.0,Samuel Yves Umtiti,FC Barcelona
2015/16,F. Vázquez,Franco Damián Vázquez,27,1989-02-22,186,82,Sevilla FC,Spain Primera Division,82,82,20500000.0,30000.0,"CAM, ST, RW, CM",Left,,,,79.0,Franco Damian Vazquez,Sevilla FC
2015/16,Marquinhos,Marcos Aoás Corrêa,22,1994-05-14,183,75,Paris Saint-Germain,French Ligue 1,82,88,23500000.0,70000.0,"CB, RB",Right,,SUB,13.0,81.0,Marcos Aoas Correa,Paris Saint-Germain
2015/16,Y. Carrasco,Yannick Ferreira Carrasco,22,1993-09-04,180,66,Atlético de Madrid,Spain Primera Division,82,88,27000000.0,60000.0,"LM, RM",Right,,LM,23.0,,Yannick Ferreira Carrasco,Atletico de Madrid
2015/16,J. Vardy,Jamie Vardy,29,1987-01-11,178,76,Leicester City,English Premier League,82,82,19500000.0,100000.0,"ST, LW, LM",Right,,SUB,19.0,71.0,Jamie Vardy,Leicester City
2015/16,D. Berardi,Domenico Berardi,21,1994-08-01,183,72,U.S. Sassuolo Calcio,Italian Serie A,82,86,26500000.0,60000.0,RW,Left,,,,80.0,Domenico Berardi,U.S. Sassuolo Calcio
2015/16,A. Martial,Anthony Martial,20,1995-12-05,184,76,Manchester United,English Premier League,82,90,29000000.0,100000.0,"LM, ST",Right,,SUB,11.0,,Anthony Martial,Manchester United
2015/16,G. Rulli,Gerónimo Rulli,24,1992-05-20,189,80,Real Sociedad,Spain Primera Division,82,89,24500000.0,20000.0,GK,Right,,,,79.0,Geronimo Rulli,Real Sociedad
2015/16,M. Sportiello,Marco Sportiello,24,1992-05-10,192,87,Atalanta,Italian Serie A,82,85,21500000.0,30000.0,GK,Right,,,,75.0,Marco Sportiello,Atalanta
2015/16,E. Bailly,Eric Bertrand Bailly,22,1994-04-12,187,77,Manchester United,English Premier League,82,90,26000000.0,100000.0,CB,Right,,LCB,9.0,73.0,Eric Bertrand Bailly,Manchester United
2015/16,Tiago,Tiago Cardoso Mendes,35,1981-05-02,183,71,Atlético de Madrid,Spain Primera Division,81,81,5500000.0,50000.0,"CM, CDM",Right,,,,81.0,Tiago Cardoso Mendes,Atletico de Madrid
2015/16,M. Carrick,Michael Carrick,34,1981-07-28,188,74,Manchester United,English Premier League,81,81,5000000.0,110000.0,"CDM, CM",Right,,,,80.0,Michael Carrick,Manchester United
2015/16,Fernando Torres,Fernando José Torres Sanz,32,1984-03-20,186,78,Atlético de Madrid,Spain Primera Division,81,81,13500000.0,70000.0,ST,Right,,,,79.0,Fernando Jose Torres Sanz,Atletico de Madrid
2015/16,Moyá,Miguel Ángel Moyá Rumbo,32,1984-04-02,189,82,Atlético de Madrid,Spain Primera Division,81,81,12500000.0,50000.0,GK,Right,,,,81.0,Miguel Angel Moya Rumbo,Atletico de Madrid
2015/16,J. Mathieu,Jérémy Mathieu,32,1983-10-29,189,84,FC Barcelona,Spain Primera Division,81,81,10000000.0,140000.0,"CB, LB",Left,,,,83.0,Jeremy Mathieu,FC Barcelona
2015/16,Rubén Castro,Rubén Castro Martín,35,1981-06-27,174,72,Real Betis Balompié,Spain Primera Division,81,81,6500000.0,30000.0,"ST, LW",Right,,,,79.0,Ruben Castro Martin,Real Betis Balompie
