Season_fifa,short_name,age,dob,height_cm,weight_kg,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,release_clause_eur,nation_position,nation_jersey_number,previous_edition_overall,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
2015/16,T. Alderweireld,27,1989-03-02,186,81,Tottenham Hotspur,English Premier League,85,86,31000000.0,130000.0,CB,Right,,RCB,2.0,81.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,S. Kagawa,27,1989-03-17,172,64,Borussia Dortmund,German 1. Bundesliga,83,83,24000000.0,70000.0,"CAM, CF",Right,,,,82.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,K. Honda,30,1986-06-13,182,76,AC Milan,Italian Serie A,81,81,15000000.0,60000.0,"RM, CAM",Left,,,,77.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,H. Kiyotake,26,1989-11-12,172,66,Sevilla FC,Spain Primera Division,79,81,12000000.0,20000.0,"CAM, LM, ST",Right,,,,76.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,Ki Sung Yueng,27,1989-01-24,186,75,Swansea City,English Premier League,78,79,9500000.0,70000.0,"CM, CDM",Right,,,,77.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,Koo Ja Cheol,27,1989-02-27,183,77,FC Augsburg,German 1. Bundesliga,78,79,9500000.0,30000.0,"CAM, LM, RM",Right,,,,,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,H. Son,23,1992-07-08,184,79,Tottenham Hotspur,English Premier League,78,82,11000000.0,70000.0,"LM, RM",Right,,,,,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,T. Usami,24,1992-05-06,178,69,FC Augsburg,German 1. Bundesliga,77,81,9000000.0,30000.0,"LM, ST, CAM",Right,,,,,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,S. Okazaki,30,1986-04-16,174,70,Leicester City,English Premier League,77,77,6500000.0,70000.0,"ST, CF",Right,,,,78.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,M. Hasebe,32,1984-01-18,180,72,Eintracht Frankfurt,German 1. Bundesliga,75,75,2400000.0,20000.0,"CDM, CM, RB",Right,,,,75.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,A. Uchida,28,1988-03-27,176,70,FC Schalke 04,German 1. Bundesliga,75,75,3100000.0,30000.0,"RB, RWB",Right,,,,76.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,Park Joo Ho,29,1987-01-16,176,73,Borussia Dortmund,German 1. Bundesliga,75,75,3000000.0,40000.0,"LB, CDM",Left,,,,,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,Y. Nagatomo,29,1986-09-12,170,68,Inter,Italian Serie A,75,75,3000000.0,50000.0,"LB, RB",Left,,,,,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,T. Inui,28,1988-06-02,169,63,SD Eibar,Spain Primera Division,75,75,3900000.0,20000.0,LM,Right,,,,,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,G. Haraguchi,25,1991-05-09,177,68,Hertha BSC,German 1. Bundesliga,75,78,5000000.0,30000.0,"LM, RM",Right,,,,72.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,Y. Mutō,23,1992-07-15,179,72,1. FSV Mainz 05,German 1. Bundesliga,75,81,6000000.0,30000.0,"ST, LM",Right,,,,,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,G. Sakai,25,1991-03-14,176,74,Hamburger SV,German 1. Bundesliga,74,76,3300000.0,30000.0,"RB, LB",Right,,,,72.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,Kim Jin Su,24,1992-06-13,176,70,TSG Hoffenheim,German 1. Bundesliga,74,78,3700000.0,30000.0,LB,Left,,,,74.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,Lee Chung Yong,27,1988-07-02,180,69,Crystal Palace,English Premier League,73,73,3000000.0,60000.0,"CAM, LM, RM",Right,,,,73.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,Y. Ōsako,26,1990-05-18,182,71,1. FC Köln,German 1. Bundesliga,73,75,3500000.0,30000.0,"CF, ST, CAM, RM",Right,,,,,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,M. Yoshida,27,1988-08-24,189,78,Southampton,English Premier League,73,73,2400000.0,50000.0,CB,Right,,,,73.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,H. Sakai,26,1990-04-12,185,75,Olympique de Marseille,French Ligue 1,73,75,2800000.0,30000.0,RB,Right,,,,72.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,Ji Dong Won,25,1991-05-28,187,77,FC Augsburg,German 1. Bundesliga,71,75,2100000.0,15000.0,"CAM, ST, LM",Right,,,,71.0,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,E. Kawashima,33,1983-03-20,185,82,FC Metz,French Ligue 1,69,69,725000.0,9000.0,GK,Right,,,,,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,Seo Young-Jae,21,1995-05-23,182,75,Hamburger SV,German 1. Bundesliga,61,70,300000.0,6000.0,"LB, LM",Left,,,,,D,38,3419,38,0,1,3,0,0,4,2,0,2,0,41,14,66,16,2,10,1,8,0,33,45,32,9,5,1671,2076,2,59,161,7,116,0,0,30,12,4,11,2,0,0,0,7,0,2644,0,206,74,560,9,78,1,515,318,0,0,0,0,0,0,0,0,14,0,0,0,35,13,0,0,0,0,1,0,0,285,211,0,238,1,0,1,1,2,10
2015/16,İ. Gündoğan,25,1990-10-24,180,80,Manchester City,English Premier League,85,87,39000000.0,180000.0,"CM, CDM",Right,,,,82.0,M,25,1993,22,3,7,1,0,0,1,3,3,2,1,50,14,57,17,3,25,7,18,4,2,38,31,26,44,1779,2024,2,19,158,54,153,0,1,12,7,1,38,7,0,0,0,27,0,2437,0,475,125,1080,1,117,0,360,170,0,0,0,0,0,0,14,12,14,8,3,0,22,6,0,0,0,0,0,0,0,16,13,0,88,3,0,0,3,1,79
2015/16,Coutinho,24,1992-06-12,171,68,Liverpool,English Premier League,85,89,44000000.0,140000.0,"CAM, LW, CM",Right,,CAM,11.0,84.0,F/M,26,2003,24,2,11,2,1,1,8,5,2,5,0,111,30,17,57,10,50,9,40,4,1,35,29,10,29,862,1092,6,5,127,49,116,0,0,42,10,4,69,20,4,0,0,56,0,1630,0,482,155,690,1,153,0,440,56,0,0,0,0,2,0,36,33,33,6,2,0,23,2,0,0,0,0,0,0,0,7,5,0,58,9,0,5,3,2,82
2015/16,H. Mkhitaryan,27,1989-01-21,177,75,Manchester United,English Premier League,85,85,33000000.0,170000.0,"RM, LM, CAM",Right,,,,81.0,F/M,31,2578,28,3,5,5,0,0,11,15,1,12,3,81,29,45,114,31,83,27,56,12,4,54,38,53,58,1017,1347,13,25,143,80,217,0,1,45,17,10,36,12,1,0,0,69,0,2099,0,446,243,791,0,221,1,621,27,0,0,0,0,6,0,109,61,39,2,2,0,30,7,0,0,0,0,1,0,0,15,12,0,40,3,0,18,8,7,135
2015/16,K. Navas,29,1986-12-15,185,78,Real Madrid CF,Spain Primera Division,85,85,28500000.0,170000.0,GK,Right,,,,79.0,G,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,2,5,455,718,0,12,283,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1087,0,11,0,79,0,6,0,273,80,0,0,0,0,0,0,0,0,0,0,0,0,28,13,95,53,39,42,0,4,3,28,25,14,201,0,1,0,0,0,0
2015/16,A. Lacazette,25,1991-05-28,175,73,Olympique Lyonnais,French Ligue 1,85,89,43500000.0,70000.0,ST,Right,,,,84.0,F,34,2959,34,0,6,5,0,0,21,3,0,3,0,95,51,10,22,3,44,6,40,0,0,39,30,56,63,796,1026,3,32,71,57,187,0,0,82,44,21,13,7,0,0,1,79,0,1613,0,345,244,642,0,73,0,484,48,3,2,1,0,0,0,2,2,20,1,0,0,33,9,0,0,0,0,0,0,0,1,1,0,14,3,0,24,19,17,102
2015/16,M. Verratti,23,1992-11-05,165,60,Paris Saint-Germain,French Ligue 1,85,90,44000000.0,110000.0,"CM, CDM",Right,,LCM,10.0,84.0,M,18,1061,11,7,5,2,0,0,0,3,0,3,0,2,2,26,4,0,20,2,17,0,2,31,24,13,32,1375,1479,0,4,102,21,88,0,0,0,0,0,2,2,0,0,0,26,1,1682,0,216,84,649,0,56,0,152,176,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,3,3,0,56,6,0,0,0,0,25
2015/16,R. Mahrez,25,1991-02-21,179,62,Leicester City,English Premier League,85,88,40500000.0,110000.0,"RM, CAM",Left,,,,74.0,F/M,37,3052,36,1,24,1,0,0,17,11,1,9,2,86,39,38,114,32,68,20,46,10,5,53,39,19,83,761,1034,17,35,219,131,302,0,0,48,27,17,38,12,0,0,0,88,0,1995,0,353,342,566,10,183,0,653,44,6,4,0,2,17,3,35,25,30,5,0,0,26,6,0,0,0,0,0,0,0,14,13,0,53,13,0,4,5,9,232
2015/16,J. Terry,35,1980-12-07,187,90,Chelsea,English Premier League,84,84,4900000.0,120000.0,CB,Right,,,,85.0,D,24,1989,24,0,3,2,1,2,1,0,0,0,0,10,2,38,0,0,2,0,2,0,19,21,17,10,5,830,924,0,49,90,2,77,0,1,10,2,1,0,0,0,0,0,2,1,1135,0,35,42,178,4,1,0,118,100,0,0,0,0,0,0,0,0,4,0,0,0,34,6,0,0,0,0,0,0,0,88,72,0,32,1,0,2,1,1,4
2015/16,Y. Touré,33,1983-05-13,189,90,Manchester City,English Premier League,84,84,18000000.0,190000.0,"CM, CDM, CAM",Right,,,,85.0,M,32,2331,28,4,12,3,0,0,6,5,1,5,0,77,23,25,12,3,44,5,33,6,2,43,27,27,26,1589,1838,2,28,158,58,155,0,1,29,7,3,48,16,3,0,0,46,0,2263,6,490,162,1040,1,73,0,366,134,1,1,0,0,1,1,0,0,12,10,3,0,23,8,0,0,0,0,0,0,0,35,33,0,108,12,0,2,4,1,74
2015/16,Aduriz,35,1981-02-11,182,78,Athletic Club de Bilbao,Spain Primera Division,84,84,11500000.0,40000.0,ST,Right,,,,82.0,F,34,2776,30,4,5,9,0,0,20,6,0,6,0,93,49,11,17,2,33,6,27,0,2,23,19,56,68,432,713,2,164,82,18,259,0,0,83,45,20,10,4,0,0,0,80,0,1243,0,204,289,358,1,70,0,520,18,5,3,1,1,0,0,0,0,25,0,0,0,35,7,0,0,0,0,0,0,0,24,22,0,8,3,0,38,22,14,63
2015/16,A. Turan,29,1987-01-30,177,76,FC Barcelona,Spain Primera Division,84,84,26500000.0,225000.0,"CM, RM, LM",Right,,LM,10.0,83.0,M,18,814,9,9,6,5,0,0,2,3,0,3,0,11,4,10,5,1,8,2,5,0,0,25,21,21,15,567,614,1,4,61,9,53,0,0,11,4,2,0,0,0,0,0,21,0,772,0,194,80,372,0,18,0,101,31,0,0,0,0,0,0,3,1,2,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,25,4,0,2,2,2,24
2015/16,H. Ben Arfa,29,1987-03-07,178,74,Paris Saint-Germain,French Ligue 1,84,84,27500000.0,130000.0,"CAM, ST, RM, RW",Left,,,,79.0,F/M,34,2840,33,1,15,2,0,0,17,6,1,4,2,92,34,9,121,33,33,9,21,6,0,15,15,29,47,996,1249,15,7,96,152,221,0,0,42,23,15,50,11,2,0,0,84,0,2052,0,366,243,704,2,192,0,646,42,5,5,0,0,18,6,71,42,38,17,1,0,34,6,0,0,0,0,0,0,0,4,4,0,63,7,0,11,4,9,246
2015/16,Sokratis,28,1988-06-09,186,85,Borussia Dortmund,German 1. Bundesliga,84,84,23000000.0,90000.0,CB,Right,,RCB,19.0,83.0,D,25,2113,23,2,1,5,0,0,1,0,0,0,0,10,4,34,3,1,2,0,2,0,9,52,41,32,26,1667,1875,1,91,86,9,172,1,0,8,2,1,2,2,0,0,0,8,0,2165,0,110,93,596,9,14,0,273,314,0,0,0,0,0,0,0,0,3,0,0,0,27,7,0,0,0,0,1,0,0,67,38,0,75,0,1,0,0,0,12
2015/16,Y. Sommer,27,1988-12-17,183,79,Borussia Mönchengladbach,German 1. Bundesliga,84,85,26500000.0,50000.0,GK,Right,,GK,1.0,82.0,G,32,2880,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,868,1253,0,15,338,0,19,0,1,0,0,0,0,0,0,0,0,0,0,1576,0,19,2,122,0,7,0,392,122,0,0,0,0,0,0,0,0,0,0,0,0,50,5,104,64,36,11,1,8,0,11,11,8,224,0,0,0,0,0,0
2015/16,R. Nainggolan,28,1988-05-04,176,65,Roma,Italian Serie A,84,84,27500000.0,110000.0,CM,Right,,SUB,4.0,83.0,M,35,2939,33,2,5,10,1,1,6,1,1,1,0,66,19,46,32,6,42,2,41,0,1,64,52,47,50,1493,1753,6,21,248,27,162,0,1,30,9,5,36,10,1,0,0,52,0,2249,0,473,173,963,3,82,0,415,142,0,0,0,0,0,0,1,0,21,1,0,0,34,5,0,0,0,0,1,0,0,21,19,0,134,2,0,0,2,1,46
2015/16,B. Höwedes,28,1988-02-29,187,82,FC Schalke 04,German 1. Bundesliga,84,84,23000000.0,60000.0,"CB, RB, LB",Right,,SUB,4.0,83.0,D,15,896,10,5,1,4,0,0,1,0,0,0,0,8,2,31,4,2,5,0,5,0,6,13,10,8,8,442,509,2,31,30,0,50,0,0,6,2,1,2,0,0,0,0,0,0,651,0,74,29,183,1,13,0,87,66,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,42,32,0,28,0,0,1,0,1,0
2015/16,David Luiz,29,1987-04-22,189,84,Chelsea,English Premier League,84,84,22000000.0,180000.0,CB,Right,,,,83.0,D,25,2088,23,2,1,4,0,0,1,2,0,1,1,15,5,60,5,2,9,3,7,0,8,29,23,20,18,1726,1874,2,29,143,16,90,1,3,11,2,1,4,3,0,0,0,6,0,2165,0,92,57,413,9,43,0,196,245,0,0,0,0,0,0,0,0,6,3,3,0,12,13,0,0,0,0,1,0,0,75,60,0,81,10,0,1,0,1,18
2015/16,Azpilicueta,26,1989-08-28,178,75,Chelsea,English Premier League,84,84,24000000.0,170000.0,"LB, RB",Right,,SUB,2.0,82.0,M/D,37,3202,36,1,3,7,0,0,2,3,0,3,0,10,5,86,57,11,21,3,18,0,16,114,86,39,18,1468,1798,11,46,210,6,182,0,0,7,5,2,3,0,0,0,0,5,0,2699,0,449,124,870,26,104,0,529,194,0,0,0,0,0,0,0,0,13,0,0,0,50,8,0,0,0,0,0,0,0,102,67,0,103,0,0,1,0,1,20
2015/16,Ö. Toprak,26,1989-07-21,187,83,Bayer 04 Leverkusen,German 1. Bundesliga,84,85,27500000.0,80000.0,CB,Right,,,,81.0,D,19,1411,17,2,6,2,0,0,1,0,0,0,0,11,7,46,0,0,5,0,5,0,13,37,27,21,12,563,739,0,55,93,5,107,0,0,10,6,1,1,1,0,0,0,3,0,974,0,57,71,189,7,20,1,208,108,0,0,0,0,0,0,0,0,3,0,0,0,18,5,0,0,0,0,1,0,0,75,55,0,71,1,0,1,2,1,6
2015/16,A. Ramsey,25,1990-12-26,177,70,Arsenal,English Premier League,84,87,35000000.0,160000.0,"CM, CDM, RW",Right,,LCM,10.0,82.0,M,31,2623,29,2,2,4,0,0,5,4,2,3,1,69,21,57,51,13,37,4,32,1,11,78,59,47,47,1854,2153,10,27,248,39,190,0,5,43,15,5,26,6,0,0,0,68,0,2774,0,640,229,1188,2,129,1,513,163,0,0,0,0,3,0,9,6,19,0,0,0,28,14,0,0,0,0,0,0,0,20,16,0,58,5,0,5,9,3,65
2015/16,Thiago,25,1991-04-11,174,70,FC Bayern München,German 1. Bundesliga,84,87,35000000.0,140000.0,"CM, CAM, CDM, LM",Right,,SUB,10.0,83.0,M,27,1636,16,11,5,2,0,0,2,3,0,3,0,30,12,41,30,10,37,5,28,6,3,68,55,36,34,1392,1579,1,28,85,49,179,0,1,12,8,2,18,4,0,0,1,21,0,1979,0,447,128,927,1,71,0,310,135,0,0,0,0,5,3,27,21,7,3,1,0,9,7,0,0,0,0,0,0,0,6,5,0,99,3,0,2,2,1,82
2015/16,C. Smalling,26,1989-11-22,192,90,Manchester United,English Premier League,84,85,27500000.0,160000.0,CB,Right,,SUB,12.0,79.0,D,35,3150,35,0,0,8,0,0,0,1,0,0,1,18,2,97,0,0,6,1,5,0,19,55,39,47,14,1264,1533,0,124,194,12,203,0,0,17,2,0,1,0,0,0,0,9,1,1998,0,93,137,364,5,12,0,337,155,0,0,0,0,0,0,0,0,5,0,0,0,31,17,0,0,0,0,1,0,0,180,135,0,104,0,1,1,2,0,15
2015/16,Douglas Costa,25,1990-09-14,170,65,FC Bayern München,German 1. Bundesliga,84,85,33000000.0,140000.0,"LM, RM, CAM",Left,,SUB,18.0,81.0,F/M,27,1971,23,4,10,1,0,0,4,9,1,8,1,64,27,17,150,36,49,11,29,11,1,19,12,27,21,752,939,16,3,58,90,133,0,0,25,11,1,39,16,3,0,1,19,0,1545,0,365,147,631,3,189,0,463,24,0,0,0,0,7,3,62,47,36,4,2,0,9,6,0,0,0,0,0,0,0,5,5,0,27,1,0,11,5,0,167
2015/16,Alex Sandro,25,1991-01-26,180,78,Juventus,Italian Serie A,84,87,29500000.0,140000.0,"LB, LM",Left,,,,82.0,M/D,22,1489,15,7,0,5,1,1,2,3,0,3,0,18,4,45,90,26,42,4,38,0,3,40,30,32,36,669,796,25,33,113,39,148,0,0,13,4,2,5,0,0,0,0,19,0,1359,0,216,100,414,4,101,0,289,44,0,0,0,0,0,0,6,5,18,0,0,0,7,9,0,0,0,0,2,0,0,36,30,0,43,0,0,0,1,0,63
2015/16,N. Matić,27,1988-08-01,194,84,Chelsea,English Premier League,84,84,24000000.0,170000.0,CDM,Left,,,,84.0,M/D,33,2421,28,5,8,4,1,1,2,2,0,2,0,34,8,67,20,3,19,2,16,1,10,84,63,38,17,1416,1607,3,38,228,38,176,0,3,12,4,1,22,4,1,0,1,36,0,2073,0,345,164,765,8,38,0,302,154,0,0,0,0,2,0,2,0,11,1,1,0,36,5,0,0,0,0,2,0,0,47,41,0,74,1,0,2,3,1,53
2015/16,M. Götze,24,1992-06-03,176,75,Borussia Dortmund,German 1. Bundesliga,84,87,37000000.0,80000.0,"CAM, LM, CM",Right,,SUB,19.0,84.0,M,14,957,11,3,4,1,0,0,3,4,1,4,0,18,13,5,16,4,18,4,14,0,0,15,11,22,11,457,526,3,6,26,19,51,0,0,14,10,3,4,3,0,0,0,13,0,716,0,168,84,304,1,36,0,154,14,0,0,0,0,0,0,7,5,5,0,0,0,5,3,0,0,0,0,0,0,0,3,2,0,5,1,0,10,5,1,47
2015/16,R. Lukaku,23,1993-05-13,190,94,Everton,English Premier League,84,90,41000000.0,140000.0,ST,Left,,ST,9.0,80.0,F,37,3174,36,1,8,3,0,0,18,6,2,6,0,118,48,0,31,6,51,8,45,0,3,13,8,30,25,797,1098,6,93,47,41,172,0,0,89,42,17,29,6,1,0,1,91,0,1603,0,352,301,648,0,69,0,548,61,2,1,0,1,0,0,0,0,25,5,0,0,52,6,0,0,0,0,0,0,0,5,5,0,23,4,0,16,18,14,77
2015/16,K. Manolas,25,1991-06-14,189,83,Roma,Italian Serie A,84,87,30000000.0,90000.0,CB,Right,,LCB,4.0,82.0,D,37,3123,36,1,3,7,0,0,2,2,0,1,1,15,3,71,1,0,7,1,5,0,28,62,49,53,37,1527,1765,0,125,198,11,227,0,4,12,3,2,3,0,0,0,0,3,1,2206,0,77,95,464,7,15,0,297,262,0,0,0,0,0,0,0,0,0,1,0,0,38,6,0,0,0,0,2,0,0,153,114,0,82,0,2,0,0,1,12
